S_curve_1,S_curve_2,S_curve_3,S_curve_4,S_curve_5,S_curve_6,S_curve_7,S_curve_8,S_curve_9,S_curve_10,S_curve_11,S_curve_12,S_curve_13,S_curve_14,S_curve_15,S_curve_16,S_curve_17,S_curve_18,S_curve_19,S_curve_20,S_curve_21,S_curve_22,S_curve_23,S_curve_24,S_curve_25,S_curve_26,S_curve_27,S_curve_28,S_curve_29,S_curve_30
0.0061657960937569365,0.06159135522235184,2.115829126538837e-06,0.001363928398604867,1.7036723706220549e-06,2.0616715527129603e-07,0.0017943473786767368,5.926728866095367e-05,0.24628816228655342,0.09547812155164015,0.002706707597261825,0.0032322968462070896,0.0015954959794140114,0.0005425009301147002,0.005316155868031504,0.10001612572259039,0.036343689716213955,0.016363200300012076,2.2873540134555707e-05,3.5670110306134956e-05,1.5161319891745617e-06,2.220743964801879e-07,1.509926832562638e-05,0.02084417666894394,0.08742471143287739,2.9450166020330568e-05,1.0858074515193216e-08,0.017245473323740036,0.18176151759001133,0.001259719938947638
0.006437308922310918,0.06462452184733396,2.250655183547685e-06,0.001421869990385601,1.8119568408266174e-06,2.2113557321885162e-07,0.0018459192883328052,6.40890854818318e-05,0.25467340208511596,0.09807324013529875,0.002769848689635705,0.003312916517609191,0.001670513548185797,0.0005862539974709981,0.005680524395356787,0.10193017974087148,0.03735429695482923,0.01674360829164279,2.380892521510182e-05,3.763083869677003e-05,1.6068826849399108e-06,2.401663936970059e-07,1.600370402013515e-05,0.02220225567761807,0.09072366432351793,3.128423336523939e-05,1.1744916293737136e-08,0.017733692441361623,0.18573399121687556,0.0013186923553033943
0.006720697054017288,0.0677962700856648,2.394072682039612e-06,0.001482269368769056,1.9271237985875366e-06,2.3719074760156468e-07,0.0018989706228753343,6.930314106353124e-05,0.26324441901920503,0.10073103951818384,0.0028344585281970037,0.0033955401480345753,0.0017490521392222438,0.000633533542563552,0.006069714293232957,0.1038766360113285,0.03839188652580502,0.017132705886511508,2.478256076146484e-05,3.969934088347806e-05,1.7030654109076178e-06,2.597323126421522e-07,1.6962313866159857e-05,0.023646681906899773,0.09413426155331961,3.323251708612406e-05,1.2704191571340098e-08,0.018235476571572592,0.18977314882657959,0.001380421685297159
0.007016472613233955,0.07111185191623888,2.546629086679125e-06,0.0015452304720465525,2.0496106884109296e-06,2.5441158047661345e-07,0.0019535436576391,7.494136150715842e-05,0.2719986238047363,0.10345260406201276,0.002900571080386246,0.003480217203900401,0.0018312764205100551,0.0006846234226293875,0.006485394849234265,0.10585588058103904,0.03945711587660543,0.017530684341944432,2.5796010861162398e-05,4.188154029935374e-05,1.8050053089221398e-06,2.8089223094225656e-07,1.7978342689352945e-05,0.02518265891776228,0.09765930344773238,3.530212950982208e-05,1.3741816410792736e-08,0.018751187906456843,0.193879231136697,0.0014450364468848425
0.007325169156043652,0.07457661057543492,2.7089067473712783e-06,0.001610861606502395,2.1798827581406045e-06,2.728827024417028e-07,0.0020096818664150974,8.103824735810761e-05,0.2809329422652365,0.1062390132252359,0.0029682210898811616,0.003566998355206988,0.0019173587038713775,0.0007398302805008091,0.006929344559409702,0.1078682977893656,0.04055065493606548,0.017937738784895615,2.6850903551709356e-05,4.4183685884960664e-05,1.913046982511883e-06,3.03776008710976e-07,1.90552296540932e-05,0.026815665565505506,0.101301585849767,3.750062578970289e-05,1.4864190073922934e-08,0.01928119746598145,0.1980524391856935,0.0015126711140748806
0.007647342508208332,0.07819597048660777,2.8815251221529324e-06,0.001679275627591939,2.3184348260678956e-06,2.9269488854447003e-07,0.002067429954866259,8.76311044412704e-05,0.29004380595573354,0.10909133999444172,0.0030374440938951376,0.0036559355039395536,0.0020074792942804624,0.0007994853630703885,0.007403457839770523,0.10991426997112144,0.04167318614622531,0.01835406827411307,2.794893343475572e-05,4.661236996961535e-05,2.0275556617700667e-06,3.285240855070286e-07,2.019661990107236e-05,0.028551465382143613,0.10506389338376479,3.9836031468819734e-05,1.6078234487249203e-08,0.019825885264347552,0.20229293278416133,0.0015834663896001089
0.007983571630502865,0.08197542575019226,3.065143141720634e-06,0.0017505901284270127,2.465793160350608e-06,3.1394550438802836e-07,0.0021268338948421265,9.476027180722451e-05,0.2993271451035944,0.11201064924183715,0.0031082764408402117,0.0037470818130952354,0.002101826854611944,0.0008639464831089234,0.007909752088115339,0.11199417715020499,0.04282540448006486,0.01877987586250268,2.9091864397038417e-05,4.917454713425452e-05,2.148918437957466e-06,3.552883422183394e-07,2.1406376881562144e-05,0.03039611552457387,0.10894899224161143,4.231687175765999e-05,1.7391436931020823e-08,0.020385640476504024,0.2066008289798471,0.0016575694897502807
0.008334459511808898,0.08592052710631194,3.2604617246192302e-06,0.0018249276358452593,2.6225174778784406e-06,3.3673898462497866e-07,0.002187940959614769,0.00010246936817431296,0.30877838405539076,0.11499799600844104,0.0031807553083613824,0.0038404917363468348,0.0022005987864506826,0.0009336001354382852,0.008450375105221624,0.11410839672368767,0.04400801744417947,0.019215368659642847,3.0281532442508537e-05,5.187755410969592e-05,2.2775455719998708e-06,3.842330331616423e-07,2.26885954300426e-05,0.03235597514756936,0.1129596224844239,4.495220263302164e-05,1.881189621491716e-08,0.020960861604601366,0.21097620054099736,0.001735134441876455
0.008700634090298035,0.09003686728462627,3.4682264526897333e-06,0.0019024158143487113,2.789203070175588e-06,3.611873461913268e-07,0.0022507997600586006,0.00011080555836296659,0.3183924394042258,0.11805442371285957,0.0032549187217488546,0.0039362210483547795,0.0023040016276135718,0.0010088637792545572,0.009027612883089363,0.11625730313634998,0.045221745065399346,0.0196607578943996,3.151984864017128e-05,5.472913076703256e-05,2.4138718813028455e-06,4.155357941177067e-07,2.4047615619361507e-05,0.03443771304211274,0.11709848985524432,4.7751643871140945e-05,2.0348372625181592e-08,0.021551956644146386,0.21541907446271066,0.0018163223950967951
0.009082749202974274,0.09433006466051984,3.689230416986738e-06,0.001983187678205988,2.966483064413844e-06,3.874107388025075e-07,0.002315460281797247,0.00011981984133893495,0.32816372095388896,0.12118096228577654,0.003330805572735145,0.004034326875738954,0.0024122514670544973,0.0010901882992390228,0.009643897766248294,0.11844126754568399,0.046467319860320246,0.020116258977588976,3.28088021923629e-05,5.773744226001163e-05,2.558358209570897e-06,4.493887324884271e-07,2.5488037445235362e-05,0.03664831435967321,0.12136825710111744,5.072541413520925e-05,2.2010341951224895e-08,0.02215934324960185,0.21992943050115027,0.0019013019447521218
0.009481485563778147,0.0988057451427994,3.924317245025812e-06,0.002067381812021448,3.1550308281221615e-06,4.1553803541680357e-07,0.002381973923340954,0.00012956736161193753,0.33808613565469825,0.12437862623056381,0.003408455638683874,0.004134867728721973,0.0025255743778441844,0.0011780606589862927,0.010301816990083415,0.12066065747739219,0.04774548678667498,0.02058209156462977,3.415046362837907e-05,6.091110238250644e-05,2.7114929845986903e-06,4.859996062658872e-07,2.7014736389696097e-05,0.03899508622176862,0.1257715348060966,5.388436824485175e-05,2.380805392489051e-08,0.022783448899157004,0.2245071997406116,0.001990249471178639
0.00989755177037863,0.10346952222604094,4.1743843209131634e-06,0.002155142600083973,3.3555625267244215e-06,4.457074655678597e-07,0.0024503935352386185,0.0001401077458763891,0.3481530946211355,0.12764841261071896,0.0034879096021772087,0.00423790353345573,0.0026442068689375275,0.0012730067612216624,0.011004121597643518,0.12291583647143665,0.04905700317544105,0.021058479618127186,3.554698812857217e-05,6.425919820764501e-05,2.8737938692993647e-06,5.255930990486029e-07,2.8632879916052652e-05,0.04148566199166081,0.13031087174025008,5.7240036763043836e-05,2.5752595432790352e-08,0.023424711058376776,0.22915226319857934,0.002083349493384601
0.010331685339692443,0.1083269751507809,4.440386210645618e-06,0.002246620464817139,3.5688398436172535e-06,4.780672946786437e-07,0.0025207734602687515,0.0001515054669320442,0.3583575233135125,0.1309912989651544,0.0035692090710089494,0.004343495665042827,0.002768396356461378,0.0013755945302738521,0.011753735733410247,0.1252071637187091,0.0504026386425419,0.021545651470323394,3.700061898423988e-05,6.779131607878463e-05,3.0458095115496977e-06,5.684121989294601e-07,3.0347944951072566e-05,0.04412800396144818,0.1349887447336007,6.080466804431914e-05,2.7855958891553718e-08,0.024083577342417423,0.23386445047401672,0.0021807950382372425
0.010784653772073423,0.11338362512708111,4.7233383056517365e-06,0.00234197211466201,3.795672873116706e-06,5.12776552695193e-07,0.002593169574694328,0.000163830237085534,0.3686918749352787,0.13440824115270367,0.0036523965985903843,0.004451706981264864,0.002898401655276239,0.0014864372333152328,0.012553766308960134,0.12753499368841512,0.051783174978966146,0.022043839885348367,3.851369119884744e-05,7.151756902635387e-05,3.228121398766145e-06,6.147196897173739e-07,3.216573641341725e-05,0.04693040418337839,0.13980754808815898,6.459127289702736e-05,3.0131116207674225e-08,0.024760505676477043,0.2386435384442385,0.002282788025786173
0.011257255644006094,0.11864490959176417,5.024320698477e-06,0.00244136080173298,4.0369231972589875e-06,5.500058156208e-07,0.0026676393306067155,0.0001771574334096908,0.37914814706450173,0.13790017112756886,0.003737515704775944,0.004562601857029269,0.003034493491585162,0.001606197057978509,0.013407513031272203,0.12989967574628608,0.05319940601809333,0.022553282121199843,4.0088635236350046e-05,7.544862568861839e-05,3.4213458234793114e-06,6.647997636439432e-07,3.409240685088523e-05,0.04990148314918935,0.14476958254576475,6.861367202184044e-05,3.259209877808021e-08,0.025455964454127428,0.24348925001579358,0.002389539671369171
0.011750321729016614,0.12411615448697799,5.344482305402023e-06,0.0025449565895965345,4.29350715813811e-06,5.89938043791275e-07,0.0027442417993844377,0.00019156855742727944,0.3897179015030121,0.14146799464781465,0.00382461089711591,0.004676246219546589,0.0031769550373826868,0.0017355889651057789,0.014318478779544777,0.13230155376375605,0.054652137478981865,0.023074219991377563,4.172798092261575e-05,7.959574081868178e-05,3.626135966549693e-06,7.189597654519184e-07,3.613447725275264e-05,0.05305018599609785,0.14987704383435513,7.288654639873338e-05,3.525408402480861e-08,0.026170432693152224,0.24840125293484602,0.002501270905166439
0.012264716146379855,0.12980254456782314,5.685045251724078e-06,0.0026529366315320864,4.566399338205937e-06,6.327694810107591e-07,0.002823037716292895,0.0002071517319902887,0.4003922872901952,0.14511258891941503,0.003913727692543371,0.004792707584250099,0.0033260824675555647,0.001875384836580462,0.015290380310700697,0.13474096571826505,0.05614218678434381,0.023606899926093328,4.3434361506195806e-05,8.397078746451686e-05,3.843184105064775e-06,7.775320785685236e-07,3.829885910745347e-05,0.056385775893172695,0.1551320108204877,7.742549080530582e-05,3.8133488997459955e-08,0.026904400188493747,0.2533791586625833,0.0026182128098892242
0.012801337537051571,0.13570909176963422,6.047309536434079e-06,0.0027654854596432183,4.8566362617488054e-06,6.787106189665779e-07,0.002904089526251504,0.00022400223834637397,0.4111620667910115,0.14883480017877393,0.004004912639502699,0.004912055091469434,0.0034821855404649164,0.0020264179394313257,0.016327159267189008,0.13721824328487228,0.057670382851898516,0.024151573032973238,4.521051788494045e-05,8.858629091354573e-05,4.073223952378856e-06,8.408761649384789e-07,4.059287778003334e-05,0.05991782423785887,0.16053643330145326,8.224707066059666e-05,4.1248071620697915e-08,0.027658367661886386,0.25842252132119187,0.002740607077308546
0.013361120266090792,0.1418406016912104,6.4326579940870124e-06,0.0028827952851969256,5.165320331595196e-06,7.279872316624571e-07,0.0029874614307953324,0.00024222309662159813,0.42201764473019276,0.1526354412170825,0.00409821334052683,0.005034359543870245,0.0036455882028567435,0.002189587728676317,0.017432993453139898,0.139733711419392,0.0592375658577708,0.0247084951571653,4.7059303005226424e-05,9.345546449827542e-05,4.317033138203557e-06,9.09380771034598e-07,4.3024297288246856e-05,0.06365619727010063,0.1660921194760863,8.736888240053241e-05,4.4617040211210333e-08,0.028432846907730895,0.2635308367159343,0.0028687064843495305
0.013945035650655017,0.14820163827878494,6.842561572796549e-06,0.0030050663105772764,5.493624016000765e-06,7.808414849534509e-07,0.003073219436258414,0.00026192569320447113,0.43294910000732006,0.1565152888503232,0.00419367847527074,0.005159693444671466,0.0038166292199633555,0.0023658650126850284,0.018612308336291176,0.14228768793328686,0.06084458697057031,0.025277926940760035,4.898368644083283e-05,9.85922473647314e-05,4.575435837129689e-06,9.834663135833879e-07,4.560134656087199e-05,0.06761103869170368,0.17180072313936892,9.280961760385515e-05,4.8261171939541025e-08,0.029228360934737452,0.2687035414388225,0.003002775389495971
0.01455409321245133,0.1547964868267591,7.278584948490591e-06,0.0031325070532488395,5.84279430160745e-06,8.375331266349807e-07,0.003161431403206606,0.0002832304587918499,0.44394622009138046,0.1604750813392036,0.004291357824008449,0.005288131036651976,0.003995662831672966,0.002556297506174621,0.01986978872328001,0.14488048306058537,0.06249230805476672,0.02586013388142789,5.0986759158793164e-05,0.00010401134431097877,4.84930555446308e-06,1.0635874596460106e-06,4.833274726679589e-05,0.07179274786231866,0.1776637306520997,9.85891311008728e-05,5.220294096737243e-08,0.03004544410283997,0.27394001205932267,0.003143090250268893
0.015189341953306987,0.16162911544499706,7.742392496846171e-06,0.003265334682133593,6.214157429382055e-06,8.983407629341885e-07,0.003252167097148021,0.0003062676011538383,0.4549985377590632,0.1645155157637803,0.004391302291600924,0.005419748341958277,0.004183059435657211,0.0027620157973030227,0.021210390544766665,0.14751239901711338,0.06418160134195137,0.026455386390171858,5.307173847984459e-05,0.00010972826780883151,5.1395680787877605e-06,1.150235916887361e-06,5.122774330869961e-05,0.07621195313188021,0.18368244774318165,0.0001047285133116803,5.646665705050705e-08,0.03088464225485576,0.279239564407429,0.003289940162560952
0.0158518716522838,0.16870313517857222,8.235754645686144e-06,0.0034037753668133743,6.6091239315146e-06,9.635632276764317e-07,0.00334549824054954,0.0003311778969940134,0.4660953699092384,0.16863724535803093,0.0044935639319423765,0.005554623202724705,0.004379206298357395,0.002984239756672563,0.02263935267432496,0.15018372955236267,0.06591334906855989,0.027063959848089254,5.5241973241409625e-05,0.00011575938232800534,5.4472046112336405e-06,1.243943451155934e-06,5.4296132080761845e-05,0.08087947986385263,0.18985798620843883,0.0001112501670756829,6.107861546233689e-08,0.031746512842337864,0.2846014529543306,0.003443627422626312
0.01654281418249727,0.17602175900387868,8.760554632070147e-06,0.00354806463997759,7.029193988397507e-06,1.0335210508550296e-06,0.003441498566188196,0.0003581135476245533,0.4772258581573402,0.17284087681012825,0.0045981959728922765,0.005692835322517562,0.004584508294738532,0.0032242854173883673,0.024162208690982272,0.15289475949434556,0.06768844307861249,0.02768613466203101,5.750094917136328e-05,0.00012212195108842922,5.7732550820220895e-06,1.3452851498916998e-06,5.754829759571602e-05,0.08580631270568635,0.19619125057618877,0.00011817788925036085,6.606725916240943e-08,0.03263162504503713,0.29002487029573515,0.003604468112542186
0.0172633448455173,0.1835877599645625,9.318795689855593e-06,0.0036984477735433675,7.47596312602237e-06,1.1085580338208833e-06,0.0035402438718666615,0.00038723910354494226,0.48837901088842106,0.17712696753468707,0.004705252841700601,0.005834466308614534,0.004799388677726398,0.0034835723566091345,0.025784798479622756,0.15564576428781826,0.0695077843900203,0.028322196319042234,5.985229448117852e-05,0.00012883418537325,6.1188216654958115e-06,1.4548829513877966e-06,6.09952455928693e-05,0.09100355167413333,0.20268292481603928,0.00012553695737429333,7.146335421021499e-08,0.033540559883362395,0.2955089467427387,0.0037727927099738745
0.01801468372091523,0.19140342875117708,9.912608695144562e-06,0.0038551801688820413,7.951128275421271e-06,1.1890429388324374e-06,0.0036418120765222377,0.00041873246340944623,0.49954374642692473,0.18149602292376005,0.0048147901909336615,0.005979599715130359,0.005024289878245404,0.0037636316102561285,0.027513279546079416,0.1584370095262828,0.07137228272299569,0.02897243543946152,6.229978568738785e-05,0.000135915296542243,6.485072505509331e-06,1.5734094615628165e-06,6.464864074532708e-05,0.09648236164523552,0.20933345917340632,0.00013335422170757515,7.730017950600279e-08,0.03447391032319545,0.30105275002491133,0.003948946723089409
0.01879809702818598,0.1994705310691804,1.054426029877805e-05,0.004018527761592063,8.456494217154157e-06,1.2753713012683668e-06,0.0037462832777591932,0.00045278595329449573,0.5107089369652287,0.18594849358387786,0.004926864924908009,0.006128321086999809,0.00525967433677477,0.004066114153679371,0.029354137904557986,0.16126875047821226,0.07328285598910479,0.029637147828551813,6.484735367066427e-05,0.0001433855508929021,6.873245663766957e-06,1.7015920816647245e-06,6.852084609170176e-05,0.10225391487375596,0.21614305721800828,0.00014165820298197361,8.361373202879335e-08,0.03543228137238702,0.3066552851100265,0.004133291351482562
0.01961489849790843,0.20779026518006136,1.1216161576895071e-05,0.004188767441263847,8.993980435303599e-06,1.3679673734081024e-06,0.003853739810834479,0.0004896074926342103,0.5218634528820713,0.19048477256693933,0.005041535226639747,0.006280718004828676,0.005506025367335982,0.004392799982079875,0.031314198373993206,0.16414123160797364,0.07524042973950179,0.03031663452652936,6.749908998220211e-05,0.00015126632752444935,7.284653304448127e-06,1.8402174722350502e-06,7.262496482503069e-05,0.10832932621643329,0.22311166319995027,0.0001504791962135458,9.044294883732853e-08,0.03641629016822744,0.3123154941445862,0.004326204173974004
0.020466450748612527,0.2163632200390977,1.1930877232547917e-05,0.004366187486686571,9.56562840699189e-06,1.46728620933169e-06,0.003964266309127129,0.0005294218536825939,0.532996207076318,0.1951051926032599,0.005158860585316616,0.006436880130623196,0.00576384805481556,0.004745607825308502,0.033400634096999116,0.16705468609195634,0.07724593657089175,0.031011201856851536,7.025925340746967e-05,0.00015958017936838352,7.720686129257352e-06,1.9901363807250463e-06,7.697488457951218e-05,0.11471958079957628,0.23023894981186355,0.00015984938095202515,9.782994720307617e-08,0.03742656605515226,0.31803225651898165,0.004528079864169055
0.021354166665396836,0.2251893344895411,1.2691135383464806e-05,0.004551088016950668,1.0173609355086977e-05,1.5738159011839098e-06,0.004077949766121944,0.0005724720218864798,0.5440961989413197,0.1998100233455876,0.005278901824300276,0.0065968992544081905,0.00603367018651361,0.005126605532253296,0.035620975070246474,0.17000933533044674,0.07930031548778536,0.03172116147261862,7.313227679781479e-05,0.00016835089755803497,8.182818077881893e-06,2.1522688623867794e-06,8.158532436402132e-05,0.12143545395594627,0.23752430645981382,0.00016980293836419582,1.0582028435623289e-07,0.03846375065191084,0.3238043890607981,0.004739330934656902
0.02227951077588123,0.2342678580057715,1.3499837973283549e-05,0.004743781458902111,1.0820232493520383e-05,1.6880799777912095e-06,0.004194879598938101,0.0006190206651160777,0.5551525576102972,0.20459946863337183,0.005401721129665942,0.006760869341743781,0.00631604321878906,0.005538021160323625,0.03798311544841832,0.17300538845582158,0.08140451121962643,0.03244683040093774,7.612277418083125e-05,0.00017760357931886626,8.672611309736358e-06,2.327609926474573e-06,8.647188430020598e-05,0.12848742336014618,0.24496682814918766,0.0001803761755727251,1.1446323844661975e-07,0.03952849790739035,0.3296306463593959,0.004960388510739719
0.023244000618589073,0.2435973135060594,1.4360071845955637e-05,0.0049445930314059965,1.1507953796508015e-05,1.8106399774177384e-06,0.004315147713433723,0.0006693517203022665,0.5661545841137301,0.20947366378703847,0.005527382079286683,0.006928886582150369,0.006611543279647217,0.00598225480546899,0.04049531935547428,0.1760430418376678,0.08355947349140398,0.03318853108509197,7.92355481608326e-05,0.00018736469957108013,9.191721483822612e-06,2.517235642401856e-06,9.16510983323286e-05,0.13588557341711813,0.25256530509443464,0.0001916076576976603,1.2381211245221216e-07,0.04062147414425434,0.33550972122451067,0.005191703134580501
0.02424920809832475,0.2531754627777945,1.5275120525544645e-05,0.005153861246876671,1.223938532495122e-05,1.9420982073022277e-06,0.004438848570917336,0.0007237721066735124,0.5770917921052954,0.2144326729424605,0.005655949672469567,0.0071010494384509725,0.006920772208082532,0.006461891207644464,0.043166224906956444,0.17912247858546754,0.08576615624639268,0.033946591424349915,8.247559762124145e-05,0.0001976621864463648,9.741903354539754e-06,2.7223097433197342e-06,9.714049008592301e-05,0.14363949210561322,0.26031821316322223,0.00020353834807503151,1.339245629095395e-07,0.041743358089518616,0.34144024528118344,0.005433745600655141
0.025296760822551122,0.26299927507323484,1.6248476746330226e-05,0.0053719384305301,1.3017305145407536e-05,2.0831007035352004e-06,0.004566079256497474,0.0007826135754728648,0.5879539468332742,0.21947648643623216,0.005787490360150641,0.007277458697039963,0.00724435863094965,0.006979713165554525,0.04600484611576875,0.18224386804952275,0.08802551681971162,0.03472134481124568,8.58481257411831e-05,0.0002085255009314897,1.0325016702346e-05,2.9440907676355292e-06,0.00010295863206283642,0.1517581606478758,0.2682237052661878,0.000216211757155895,1.4486295549330867e-07,0.04289484089115321,0.34742078970288615,0.005687007823387221
0.02638834341216848,0.2730648994408035,1.7283855780984675e-05,0.005599191257810533,1.3844667879266847e-05,2.2343404058201565e-06,0.004696939549101511,0.0008462347067687245,0.5987311020589531,0.22460501825272722,0.005922072075655812,0.007458217519086285,0.007582959078086777,0.007538715792753428,0.04902057232160561,0.18540736532082436,0.0903385150614406,0.035513130166151534,8.935854833906351e-05,0.00021998572086284163,1.0943032619302855e-05,3.1839397822889134e-06,0.00010912520837132159,0.16024983656767725,0.2762796038029011,0.0002296741006197166,1.5669474963814316e-07,0.04407662611976194,0.3534498660842271,0.005952003737831655
0.027525698779459578,0.28336764135466713,1.838520961762787e-05,0.00583600131043839,1.4724615922156993e-05,2.3965605627181323e-06,0.00483153199319507,0.0009150230647543276,0.6094136346519952,0.2298181035442734,0.0060597642660344935,0.007643431492679485,0.007937259136357563,0.008142121644620118,0.0522231647514901,0.18861311073060652,0.09270611240809662,0.03632229196895919,9.301250255643647e-05,0.00023207562950803242,1.1598040170731509e-05,3.4433287351723846e-06,0.00011566108120161065,0.16912193090981545,0.28448339427282676,0.0002439744672684093,1.6949291457447114e-07,0.04528942975435676,0.35952592745412865,0.00622927023425687
0.028710629365285255,0.2939019441927701,1.9556742039796603e-05,0.006082765651518468,1.566049137614274e-05,2.570558384107206e-06,0.004969961972233082,0.0009893975237617958,0.6199922766243372,0.23511549623606842,0.006200637923972779,0.007833208685925599,0.008307974643208838,0.008793396742201679,0.0556227497863175,0.19186122935035654,0.0951292709013415,0.037149180287678864,9.681585589599581e-05,0.0002448298089833236,1.2292253455478407e-05,3.7238494879413533e-06,0.00012258836126983298,0.17838088062266488,0.2928322201568848,0.00025916499730162007,1.833363793443071e-07,0.04653398015120677,0.36564736942984577,0.006519368127451797
0.029944998326898137,0.3046613760899035,2.080292466680075e-05,0.0063398974201378374,1.6655848739982642e-05,2.757188958802974e-06,0.005112337783873666,0.0010698107780991416,0.6304581443983258,0.24049686672771944,0.006344765620292738,0.008027659700999912,0.008695852920261501,0.009496267514254733,0.05922980847667557,0.19515183049308416,0.09760895215287402,0.03799415080375745,0.00010077471562809451,0.0002582847387689136,1.3028019088633445e-05,4.027223584632824e-06,0.00012993048246631226,0.18803201734759142,0.30132287917061595,0.0002753010716101866,1.9831051957223035e-07,0.047811017994707175,0.37181253151166266,0.006822883161555132
0.031230730666984,0.31563862265716514,2.2128514015592814e-05,0.006607826445870069,1.7714468405580087e-05,2.9573694565887273e-06,0.005258770716985754,0.0011567520497542708,0.6408027651408029,0.24596179970348986,0.006492221537044388,0.008226897729162887,0.00910167404735919,0.010254738672806216,0.06305516182148369,0.19848500721668658,0.10014611625455154,0.03885756483391109,0.000104895438580769,0.00027247889959810986,1.3807824131968278e-05,4.355312816024293e-06,0.00013771228095821105,0.19807943410992204,0.30995182098390195,0.00029244151276311734,2.1450768399354902e-07,0.0491212962291774,0.3780196985175536,0.007140427051167857
0.03256981429374215,0.32682548601198147,2.3538569649161803e-05,0.0068869998835869315,1.8840371011818306e-05,3.1720836353008315e-06,0.005409375130481249,0.0012507500089998784,0.6510181000320093,0.2515097920634734,0.006643081501196628,0.008431038606744634,0.009526252177392195,0.011073112029972645,0.06710995129630799,0.20186083583027226,0.10274172063288747,0.03973978934825917,0.00010918464132885393,0.00028745288301110493,1.4634304498872788e-05,4.710130644544887e-06,0.00014596007901122485,0.20852585165920035,0.31871514649464633,0.00031064879840411687,2.3202776398679492e-07,0.05046557997046248,0.38426710215652954,0.007472638559465318
0.033964301000981,0.338212890503733,2.5038473480596208e-05,0.007177882868960064,2.003783271021603e-05,3.4023866751136132e-06,0.00556426853400224,0.0013523759239783305,0.6610965643758244,0.257140250988006,0.006797423018933228,0.008640200872103059,0.009970436892092736,0.011956006254364295,0.07140561409594676,0.2052793754043414,0.10539671884718713,0.04064119698454003,0.00011364921079840587,0.0003032495068795357,1.5510253862167923e-05,5.093854559828235e-06,0.0001547017738106363,0.21937248645382354,0.3276086087348125,0.00032998928781670074,2.509788096229327e-07,0.05184464639617761,0.3905529227388258,0.00782018461397264
0.035416307356328766,0.34979089544921216,2.6633950306352965e-05,0.007480959195012623,2.1311401400292765e-05,3.649410363774759e-06,0.005723571670493378,0.0014622470564460385,0.6710310444952862,0.26285249214762985,0.0069553253105598565,0.008854505823559547,0.010435114598858247,0.012908377553864129,0.07595385253960858,0.2087406672857444,0.10811205933070973,0.041562166058181194,0.00011829631530330013,0.00031991393722423096,1.6438633094868648e-05,5.508839440703537e-06,0.000163966931578526,0.23061892251762886,0.33662761547672937,0.00035053346246246344,2.7147769603050637e-07,0.05325928461340183,0.3968752910205047,0.008183761460603635
0.03692801548475019,0.3615487151103896,2.8331089646942925e-05,0.007796732010055073,2.26659139962034e-05,3.9143686582665034e-06,0.005887408600689303,0.0015810303220126158,0.6808149113939491,0.26864573807087394,0.007116869346027881,0.0090740775783157,0.010921209968503164,0.013935541257592865,0.08076659707855902,0.21224473461837087,0.1108886840743858,0.04250308056798929,0.00012313341603155487,0.00033749381666565867,1.74225802757683e-05,5.9576320055927624e-06,0.00017378688730139687,0.24226298960331827,0.3457672335957151,0.0003723561813451648,2.936508441862672e-07,0.05471029550259459,0.4032322901794766,0.008564095856490445
0.03850167373361344,0.3734747460552562,3.0136368978210064e-05,0.008125724537308528,2.4106514790104837e-05,4.198563650216106e-06,0.00605590678954629,0.0017094462344195652,0.690442031198816,0.27451911668197876,0.0072821378810802775,0.009299043132353333,0.011429687413662286,0.015043194253090997,0.0858559623475045,0.21579158187054512,0.11372752725276782,0.04346433019721751,0.00012816827899963645,0.00035603939986446754,1.846542129361794e-05,6.442986439955214e-06,0.00018419485040091808,0.254300650268567,0.35502219523186923,0.0003955369521041563,3.1763500057644705e-07,0.05619849153647666,0.4096219579193568,0.00896194630204522
0.04013959720457691,0.385556601942332,3.2056678441666486e-05,0.008468480816484455,2.5638674981867004e-05,4.50339196436258e-06,0.0062291971946469675,0.0018482731546648362,0.6999067724338359,0.280471660020484,0.0074512154940251304,0.009529532421319419,0.011961552607370977,0.016237438214781255,0.09123419571448399,0.21938119437013,0.11662951379206285,0.044446310309761136,0.00013340898749373824,0.0003756036963284158,1.9570681085694527e-05,6.9678812966378435e-06,0.000195226016700018,0.2667258985936873,0.3643869057795042,0.00042016021879441573,3.4357808053690637e-07,0.05772469657258842,0.41604228869701776,0.009378104312597103
0.04184416813656085,0.39778115566250705,3.409934712795957e-05,0.008825566467548979,2.7268213449152644e-05,4.830351621512738e-06,0.006407414356606076,0.0019983518670892314,0.7092040102038054,0.2865023031543026,0.0076241886231413255,0.009765678382396226,0.012517854041125124,0.017524803536194383,0.09691361781204172,0.22301353784836236,0.1195955578802699,0.04544942194122339,0.00013886395501779274,0.00039624262098171195,2.0742095548686017e-05,7.535537772792311e-06,0.00020691768705717814,0.27953067333318155,0.3738554537172244,0.00044631566736720596,3.7164008047307164e-07,0.059289745618208226,0.42249123606912103,0.009813395729835006
